品牌,門市名稱,座標,地址,營業時間
路易莎,路易莎台南麻豆門市,"23.1835679,120.2450871",台南市 麻豆區 中山路129號,週一至週日 07:00-22:00
路易莎,路易莎板橋新埔門市,"25.0239758,121.466987",新北市 板橋區 民生路三段21號,週一至週日 07:00-21:30
路易莎,路易莎林口高中門市,"25.073954191706388, 121.38053832052188",新北市 林口區 仁愛路二段188、190號,"週一至週日 07:00-21:00
               疫情期間另行公告"
路易莎,路易莎一中門市,"24.1487806,120.6869457",台中市 北區 雙十路一段125號,週一至週日 07:00-17:00
路易莎,路易莎新竹巨城門市,"24.8094169,120.9774416",新竹市 東區 民生路99號,週一至週日 07:00-22:00
路易莎,路易莎斗六中堅門市,"23.7007108,120.5351872",雲林縣 斗六市 中堅西路533號,週一至週日 07:00-19:00
路易莎,路易莎景賢門市,"24.1671176,120.7241059",台中市 北屯區 景賢路232號,週一至週日 07:00-21:00
路易莎,路易莎金山南門市,"25.042341895336364, 121.52942087762305",台北市 中正區 金山南路一段8號1樓,週一至週日 07:00-20:30
路易莎,路易莎八德忠勇門市,"24.9648111,121.3051496",桃園市 八德區 忠勇六街3號,週一至週日 07:00-19:30
路易莎,路易莎嘉義圓環門市,"23.4800806,120.4493583",嘉義市 西區 中山路294號,週一至週日 07:30-21:00
路易莎,路易莎龜山文青門市,"25.040296351103425, 121.38858010242609",桃園市 龜山區 文青路199號,週一至週日 07:00-21:00
路易莎,路易莎高雄重上門市,"22.67729826059717, 120.30250289927733",高雄市 左營區 文萊路284、286號,週一至週日 07:00-21:00
路易莎,路易莎豐原三民門市,"24.2535127,120.7179477",台中市 豐原區 三民路192號,週一至週日 07:00-22:00
路易莎,路易莎新竹市府門市,"24.8099081,120.967763",新竹市 北區 北大路162號,週一至週日 07:00-22:00
路易莎,路易莎中科直營門市,"24.186482,120.6147683",台中市 西屯區 福科路579號,週一至週日 07:00-21:00
路易莎,路易莎三峽桃子腳門市,"24.9468457,121.3837928",新北市 樹林區 學成路709號,週一至週日 07:00-21:00
路易莎,路易莎五股洲子洋門市,"25.08826703506676, 121.44668242840008",新北市 五股區 芳洲八路132號、136號,週一至週日 07:00-21:00
路易莎,路易莎林口扶輪公園門市,"25.075002106398134, 121.36926531052951",新北市 林口區 文化三路一段460、462號,週一至週日 07:00-22:00
路易莎,路易莎葫洲成功門市,"25.073212824514723, 121.606569673993",台北市 內湖區 成功路五段466號1樓、462號2樓,週一至週日 07:30-21:30
路易莎,路易莎板橋莊敬門市,"25.027030828847945, 121.47328233283999",新北市 板橋區 莊敬路41號,週一至週日 07:00-21:00
路易莎,路易莎高雄鼎祥門市,"22.6664161,120.3160446",高雄市 三民區 鼎祥街98號,週一至週日 07:00-17:30
路易莎,路易莎中壢過嶺門市,"24.9585264,121.1703847",桃園市 中壢區 民族路五段308號,"週一至週五 07:00-16:30
               週六、週日 07:30-18:30"
路易莎,路易莎新北投直營門市,"25.1379123,121.5031424",台北市 北投區 中和街22號,週一至週日 07:00-21:00
路易莎,路易莎台南華平門市,"22.989719147634965, 120.17467910489924",台南市 安平區 華平路269號,週一至週日 07:30-20:00
路易莎,路易莎台南奇美門市,"23.0213258,120.2213687",台南市 永康區 中華路903號,週一至週日 07:00-21:00
路易莎,路易莎第三波咖啡 環球A8門市,"25.060604,121.3700716",桃園市 龜山區 文化里1鄰復興一路8號,週一至週日 07:00-22:00
路易莎,路易莎淡水沙崙直營門市,"25.182970636449173, 121.42309942424131",新北市 淡水區 沙崙路137號1、2樓,週一至週日 07:00-21:00
路易莎,路易莎太平育賢門市,"24.158781264439458, 120.71667595554119",台中市 太平區 育賢路265號,週一至週日 07:00-19:00
路易莎,路易莎高雄岡山門市,"22.7921885,120.2970662",高雄市 岡山區 民有路60號,週一至週日 07:00-21:00
路易莎,路易莎台南佳里門市,"23.1628712,120.1769034",台南市 佳里區 中山路392號,週一至週日 07:00-20:00
路易莎,路易莎三重忠孝門市,"25.0699389,121.4840162",新北市 三重區 忠孝路二段99-1號,週一至週日 07:00-22:00
路易莎,路易莎福德大道門市,"25.0380027,121.5840009",台北市 信義區 福德街183號,週一至週日 07:30-18:00
路易莎,路易莎大溪埔頂門市,"24.8943771,121.2759845",桃園市 大溪區 員林路一段280號,"週一至週五 07:00-20:00
               週六、週日 07:00-18:00"
路易莎,路易莎雲林虎尾門市,"23.7079351,120.4371243",雲林縣 虎尾鎮 新生路92號,週一至週日 07:00-18:00
路易莎,路易莎台南崑山門市,"22.9992598,120.2534801",台南市 永康區 大灣路1006號,週一至週五 07:00-18:00 週六日及國定假日07:00-17:00
路易莎,路易莎榮星花園門市,"25.0621173,121.5401308",台北市 中山區 民權東路三段16號,週一至週日 07:00-17:00
路易莎,路易莎進化北門市,"24.1633517,120.6793199",台中市 北區 進化北路378之39號,週一至週日 07:00-19:00
路易莎,路易莎台中博館門市,"24.1539577,120.6671782",台中市 北區 博館二街62號,週一至週日 07:00-20:00
路易莎,路易莎捷運市府門市,"25.041346,121.56597",台北市 信義區 忠孝東路五段33號,週一至週日 07:00-21:00
路易莎,路易莎新竹綠光門市,"24.8108466,120.9851938",新竹市 東區 中華路一段426號,週一至週日 07:00-21:00
路易莎,路易莎土城日月光門市,"24.9783373,121.4446902",新北市 土城區 中央路二段61巷37號,"週日至週四 07:00-21:30
               週五、週六 07:00-22:00"
路易莎,路易莎台中德富門市,"24.120616235008608, 120.65346100120038",台中市 南區 德富路30號,週一至週日 07:00-21:00
路易莎,路易莎台元聯發科門市,"24.841683930227404, 121.01266577939573",新竹縣 竹北市 台元街26號3樓之3,週一至週五 07:30-20:00
路易莎,路易莎台中梧棲門市,"24.2574633,120.5318424",台中市 梧棲區 文化路二段280號,週一至週日 07:30-21:00
路易莎,路易莎台北莊敬門市,"25.0285142,121.5643936",台北市 信義區 莊敬路325巷36號,"週一至週五 07:00-22:00
               週六、週日 07:30-22:00"
路易莎,路易莎彰化巫家門市,"23.9723004,120.4780753",彰化縣 溪湖鎮 彰水路四段439巷151號,週一至週日 09:00-19:00
路易莎,路易莎葳格軍福門市,"24.178127,120.7135884",台中市 北屯區 松竹五路二段228號,週一至週日 07:00-17:00
路易莎,路易莎高雄凹仔底門市,"22.6584103,120.3037711",高雄市 左營區 忠言路182號,週一至週日 07:00-22:30
路易莎,路易莎高雄青年仁愛門市,"22.6223364,120.3087546",高雄市 新興區 青年一路210號,週一至週日 07:30-22:30
路易莎,路易莎竹東站前門市,"24.737966,121.0939725",新竹縣 竹東鎮 北興路2段3號,7:000-19:00
路易莎,路易莎汐止夢想社區門市,"25.069557908539437, 121.63241466653251",新北市 汐止區 民族二街100號1樓,週一至週日 07:00-22:00
路易莎,路易莎新竹聯發科門市,"24.7716539,121.0215865",新竹市 東區 力行三路11號,週一至週五 07:30-19:00
路易莎,路易莎高雄大順建工門市,"22.6496915,120.3235649",高雄市 三民區 建工路590號,週一至週日 07:00-22:00
路易莎,路易莎平鎮文化門市,"24.9560075,121.2030632",桃園市 平鎮區 文化街25號,週一至週日 07:00-21:00
路易莎,路易莎中壢復興門市,"24.958039338730973, 121.22575825921483",桃園市 中壢區 復興路17號,週一至週日 07:00-22:00
路易莎,路易莎頭份建國門市,"24.6946782,120.9115274",苗栗縣 頭份市 建國路107號,週一至週日 07:00-19:00
路易莎,路易莎后里美光門市,"24.31809361908189, 120.72409147732367",台中市 后里區 三豐路四段369號5,週一至週五 07:30-18:00
路易莎,路易莎東吳大學門市,"25.0944158,121.5455756",台北市 士林區 臨溪路70號,週一至週五 07:00-20:00
路易莎,路易莎淡水滬尾門市,"25.17635999229629, 121.4289397390853",新北市 淡水區 中正路一段2號2樓 L102櫃 ,"週日至週四 09:00-21:00
               週五、週六 09:00-21:30"
路易莎,路易莎北勢東門市,"24.2183781,120.5793209",台中市 沙鹿區 北勢東路333號,週一至週日 07:00-21:00
路易莎,路易莎天祥門市,"22.6679329,120.3191538",高雄市 三民區 天祥一路146-1號,週一至週日 07:00-22:30
路易莎,路易莎東興門市,"24.1451398,120.6528831",台中市 西區 向上南路一段168號,週一至週日 07:00-20:00
路易莎,路易莎台北站前門市,"25.04626699394217, 121.51641479629983",台北市 中正區 忠孝西路一段38號B1-B櫃,週一至週五 07:00-16:00 週六至週日 08:00-16:00
路易莎,路易莎彰化彰美門市,"24.0883436,120.5382688",彰化縣 彰化市 彰美路一段159號,週一至週日 07:00-20:00
路易莎,路易莎新竹站前門市,"24.802341336963323, 120.97174863572074",新竹市 東區 中正路2號1樓,週一至週日 07:00-21:00
路易莎,路易莎中央大學門市,"24.966978339856652, 121.19078063474022",桃園市 中壢區 中大路300號 松苑餐廳 ,週一至週日 07:00-21:00
路易莎,路易莎士林前港門市,"25.084958551385583, 121.52269330296448",台北市 士林區 前港街11號1樓,週一至週日 07:00-21:00
路易莎,路易莎健行門市,"24.1589641,120.6822018",台中市 北區 健行路391號,週一至週日 06:30-23:00
路易莎,路易莎基隆城上城門市,"25.1222465,121.7212069",基隆市 安樂區 麥金路231之5號,週一至週日 07:00-16:00
路易莎,路易莎新竹台積電8廠門市,"24.7627456,121.0193323",新竹市 東區 力行路25號,週一至週日 07:30-19:00
路易莎,路易莎南港中信門市,"25.059283580349067, 121.61537830483948",台北市 南港區 經貿二路186 號b棟 3樓,週一至週日7:30~21:30
路易莎,路易莎南港蔦屋門市,"25.052442142014083, 121.6035319738823",台北市 南港區 忠孝東路7段369號2樓 南港CITYLINK A棟 ,"週一至週四 11:00-21:30
               週五、週六 08:30-22:30
               週日 08:30-21:30"
路易莎,路易莎高雄建楠門市,"22.726796677377113, 120.3265365118502",高雄市 楠梓區 建楠路145號,週一至週日 07:00-22:00
路易莎,路易莎豐原圓環門市,"24.25870722238499, 120.72047759127916",台中市 豐原區 圓環北路一段338號1、2樓,週一至週日 07:00-21:00
路易莎,路易莎屏東環球門市,"22.6731934,120.4914438",屏東縣 屏東市 仁愛路90號 屏東環球購物中心 ,週一至週日 07:00-22:00
路易莎,路易莎新竹台積電7廠門市,"24.7787667,120.9922017",新竹市 東區 研新二路6號,週一至週日 07:30-19:00
路易莎,路易莎台大卓越門市,"25.014548406722078, 121.53789662120995",台北市 大安區 羅斯福路四段1號2樓 卓越聯合商場 ,週一至週日 08:00-20:00
路易莎,路易莎新板傑仕堡門市,"25.017618093347977, 121.46953978766427",新北市 板橋區 縣民大道二段277號1樓,週一至週日 07:00-21:00
路易莎,路易莎第三波咖啡 崇德直營門市,"24.1871019,120.6860156",台中市 北屯區 崇德路三段181號,週一至週日 07:30-22:00
路易莎,路易莎高雄龍德門市,"22.6573491,120.296888",高雄市 鼓山區 龍德路409號,週一至週日 07:00-21:00
路易莎,路易莎台南台積電P5廠門市,"23.112931374553163, 120.26748459784467",台南市 善化區 南科九路17號 台積電P5廠 ,週一至週五 07:30-20:00
路易莎,路易莎小港桂林門市,"22.5832308,120.360046",高雄市 小港區 桂華街66號,週一至週日 07:00-21:30
路易莎,路易莎桃園市府門市,"24.994918091679203, 121.3011251816186",桃園市 桃園區 縣府路186號,週一至週日 07:00-21:00
路易莎,路易莎基隆七堵門市,"25.0832101,121.6991417",基隆市 七堵區 福五街28號,週一至週日 07:00-21:00
路易莎,路易莎信義金山直營門市,"25.0337531,121.5281397",台北市 大安區 信義路二段128號,週一至週日 07:00-21:00
路易莎,路易莎金門金城門市,"24.441129626815584, 118.32236825327537",金門縣 金城鎮 環島北路一段19號,週一至週日 07:00-21:30
路易莎,路易莎第三波咖啡 高雄大立蔦屋門市,"22.621637754639767, 120.2984818433519",高雄市 前金區 五福三路57號2樓,週一至週日 11:00-21:30
路易莎,路易莎博愛北平門市,"22.6500591,120.3037305",高雄市 三民區 博愛一路336號,週一至週日 07:00-22:00
路易莎,路易莎五權美村門市,"24.1353092,120.6618459",台中市 西區 美村路一段689號,週一至週日 07:00-22:00
路易莎,路易莎永和捷運門市,"25.00775192066152, 121.50339316627759",新北市 永和區 仁愛路313號1樓,週一至週日 07:00-21:00
路易莎,路易莎桃園中路門市,"24.9962326,121.2948467",桃園市 桃園區 正光路181號,週一至週日 07:00-21:00
路易莎,路易莎美村直營門市,"24.1526472,120.6618804",台中市 西區 美村路一段103號,週一至週日 07:00-20:00
路易莎,路易莎民權復興門市,"25.06176414439212, 121.54622986102393",台北市 松山區 民權東路三段132號1樓,週一至週日 07:00-21:00
路易莎,路易莎庫倫承德門市,"25.0725254,121.5184872",台北市 大同區 承德路三段238號,週一至週日 07:00-21:00
路易莎,路易莎八德光復門市,"25.04825169142092, 121.55728786782993",台北市 松山區 八德路三段237號1+2樓,"週一至週五 07:00-19:00
週六週日 08:00-19:00"
路易莎,路易莎新營門市,"23.3064948,120.3103727",台南市 新營區 三民路152-1號,週一至週日 07:00-22:00
路易莎,路易莎復興辛亥門市,"25.0216931,121.5423914",台北市 大安區 辛亥路二段205號,"週一至週五 07:00-21:00
週末、國定假日07:00-16:00"
路易莎,路易莎高雄五甲門市,"22.5925399,120.3274585",高雄市 鳳山區 五甲三路35號,週一至週日 07:00-23:00
路易莎,路易莎淡水捷運門市,"25.167270948440596, 121.44648454985742",新北市 淡水區 中正路1號,"週一至週五 6:30-21:00
                週六、週日7:00-21:00"
路易莎,路易莎大溪慈湖門市,"24.8837831,121.289095",桃園市 大溪區 慈湖路22號,週一至週日 07:00-22:00
路易莎,路易莎北科光華門市,"25.044009579551975, 121.53322212153728",台北市 大安區 新生南路一段1號光華館1樓,"週一至週五 07:30-19:00
週六至週日 8:00-16:30"
路易莎,路易莎台中科大門市,"24.152345799347405, 120.68228755415889",台中市 北區 中華路二段120之3號1樓、2樓,週一至週日 07:00-22:00
路易莎,路易莎苗栗縣府門市,"24.563385437048467, 120.81875116319297",苗栗縣 苗栗市 建功里民族路70-1與70-2號,週一至週日 07:00-21:30
路易莎,路易莎高雄一心門市,"22.61096712187406, 120.31109640877",高雄市 前鎮區 一心二路39號,週一至週日 07:00-22:00
